sensor_num,mean,std_dev,axis
0,550,11,0
0,-797,16,1
0,-180,23,2
1,-1039,19,0
1,-582,17,1
1,75,19,2
2,188,14,0
2,-1088,12,1
2,1134,12,2
3,920,17,0
3,129,19,1
3,408,19,2
4,388,14,0
4,-622,15,1
4,479,19,2
5,-1581,15,0
5,-237,27,1
5,1015,14,2
6,246,18,0
6,-730,16,1
6,291,9,2
7,152,11,0
7,-308,17,1
7,174,20,2
8,424,19,0
8,-1021,20,1
8,-420,13,2
9,6,19,0
9,-1433,21,1
9,12,16,2
10,618,12,0
10,201,15,1
10,166,18,2
11,-77,14,0
11,554,24,1
11,6,17,2
12,-64,16,0
12,489,14,1
12,305,23,2
13,-396,14,0
13,234,15,1
13,-543,16,2
14,-281,15,0
14,1152,7,1
14,-516,11,2
15,170,22,0
15,27,13,1
15,519,14,2
16,845,15,0
16,387,18,1
16,631,13,2
17,1285,23,0
17,355,12,1
17,-20,26,2
18,267,12,0
18,106,17,1
18,600,22,2
19,650,15,0
19,-629,12,1
19,-91,12,2
20,-50,18,0
20,-2448,13,1
20,857,14,2
21,-432,18,0
21,-975,16,1
21,421,19,2
22,-96,18,0
22,648,19,1
22,1075,20,2
23,606,12,0
23,503,18,1
23,451,18,2
24,241,17,0
24,-361,21,1
24,896,10,2
25,-45,19,0
25,-746,17,1
25,247,23,2
26,508,14,0
26,-394,15,1
26,-30,14,2
27,289,12,0
27,-694,19,1
27,29,15,2
28,-231,18,0
28,-769,21,1
28,597,25,2
29,1088,10,0
29,-224,15,1
29,-124,19,2
30,991,15,0
30,-903,22,1
30,-546,21,2
31,68,15,0
31,-1156,15,1
31,299,17,2
32,-485,19,0
32,-348,22,1
32,602,13,2
33,-573,23,0
33,649,14,1
33,99,19,2
34,481,18,0
34,-331,12,1
34,411,12,2
35,-950,16,0
35,-249,15,1
35,-204,14,2
36,265,18,0
36,-1311,15,1
36,584,16,2
37,836,23,0
37,-331,15,1
37,459,17,2
38,237,21,0
38,-667,16,1
38,-56,12,2
39,-434,14,0
39,1639,21,1
39,-47,17,2
40,-494,20,0
40,-748,20,1
40,547,15,2
41,-383,19,0
41,589,15,1
41,1220,21,2
42,-370,13,0
42,-832,19,1
42,46,14,2
43,-817,20,0
43,396,17,1
43,370,22,2
44,-375,13,0
44,-772,13,1
44,818,12,2
